City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1252,Sulangan,PH,82.27,overcast clouds,11.1373,123.7228,Maia's Beach Resort
1254,Souillac,MU,75.2,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
1260,Hilo,US,78.8,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
1268,Mithi,PK,84.24,clear sky,24.7318,69.7981,Jhapio
1272,Carnarvon,AU,86.0,clear sky,-24.8667,113.6333,Hospitality Carnarvon
1276,Puerto Ayora,EC,77.0,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1282,Bambous Virieux,MU,75.2,light rain,-20.3428,57.7575,Casa Tia Villa
1284,Atuona,PF,81.25,broken clouds,-9.8,-139.0333,Villa Enata
1285,Danshui,CN,86.0,clear sky,22.7984,114.4672,Grand Skylight International Hotel Huizhou
1296,Kavieng,PG,84.96,light rain,-2.5744,150.7967,Nusa Island Retreat
1302,Gamba,GA,77.18,overcast clouds,-2.65,10.0,
1304,Nhulunbuy,AU,87.8,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
1305,Vaini,TO,86.0,light rain,-21.2,-175.2,Keleti Beach Resort
1308,Bengkulu,ID,83.26,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
1318,Avarua,CK,84.2,broken clouds,-21.2078,-159.775,Paradise Inn
1319,Hilo,US,78.8,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
1320,Victoria,HK,84.0,clear sky,22.2855,114.1577,Mini Hotel Central
1321,Sao Jose Do Belmonte,BR,75.07,broken clouds,-7.8614,-38.7597,Pousada Pedra do Reino
1323,Alofi,NU,82.4,scattered clouds,-19.0595,-169.9187,Taloa Heights
1325,Kapaa,US,78.8,broken clouds,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
1327,Butaritari,KI,82.27,light rain,3.0707,172.7902,Isles Sunset Lodge
1329,Mogadishu,SO,80.94,broken clouds,2.0371,45.3438,Olympic Hotel
1332,Vaini,TO,86.0,light rain,-21.2,-175.2,Keleti Beach Resort
1333,Kapaa,US,78.8,broken clouds,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
1335,Kavaratti,IN,83.12,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
1338,Hithadhoo,MV,83.84,broken clouds,-0.6,73.0833,Scoop Guest House
1342,Grand Gaube,MU,75.99,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
1343,Oranjestad,AW,79.0,few clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
1349,Avarua,CK,84.2,broken clouds,-21.2078,-159.775,Paradise Inn
1350,Isangel,VU,84.18,light rain,-19.55,169.2667,Volcano Sea View Tree House
1358,Saint-Philippe,RE,77.0,overcast clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1363,Meulaboh,ID,81.07,overcast clouds,4.1363,96.1285,Kost Pria
1367,Labuhan,ID,81.95,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
1370,Garissa,KE,78.76,scattered clouds,-0.4536,39.6401,Sharif Plaza Hotel
1374,Avarua,CK,84.2,broken clouds,-21.2078,-159.775,Paradise Inn
1383,Manokwari,ID,83.05,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
1385,Matara,LK,83.93,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
1386,Oranjestad,AW,79.0,few clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
1393,Saint-Pierre,RE,77.0,overcast clouds,-21.3393,55.4781,Lindsey Hôtel
1394,Bubaque,GW,75.25,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
1395,Kapaa,US,78.8,broken clouds,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
1399,Vaini,TO,86.0,light rain,-21.2,-175.2,Keleti Beach Resort
1400,Kapaa,US,78.8,broken clouds,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
1405,Bubaque,GW,75.25,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
1406,Atuona,PF,81.25,broken clouds,-9.8,-139.0333,Villa Enata
1411,Manggar,ID,85.6,broken clouds,-2.8833,108.2667,Guest Hotel
1419,Butaritari,KI,82.27,light rain,3.0707,172.7902,Isles Sunset Lodge
1423,Dubbo,AU,77.0,scattered clouds,-32.25,148.6167,Comfort Inn Blue Lagoon
1425,Saint-Philippe,RE,77.0,overcast clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1426,Dingle,PH,85.8,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
1431,Port Macquarie,AU,78.01,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
1432,Kapaa,US,78.8,broken clouds,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
1438,Atuona,PF,81.25,broken clouds,-9.8,-139.0333,Villa Enata
1439,Puerto Ayora,EC,77.0,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1440,Tagusao,PH,77.14,overcast clouds,9.1924,117.8141,Toledo
1441,Victoria,HK,84.0,clear sky,22.2855,114.1577,Mini Hotel Central
1443,Cap Malheureux,MU,75.99,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
1444,Coruripe,BR,78.69,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
1450,Puerto Ayora,EC,77.0,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1453,Tautira,PF,86.0,light rain,-17.7333,-149.15,Pension Oaoa
1456,Dingle,PH,85.8,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
1457,Mahebourg,MU,75.2,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1462,Ciudad Guayana,VE,75.99,overcast clouds,8.3533,-62.6528,Hotel Las Americas
1465,Yulara,AU,86.0,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
1473,Hilo,US,78.8,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
1475,Boyolangu,ID,81.28,overcast clouds,-8.1181,111.8935,Yos ega cv
1477,Vaini,TO,86.0,light rain,-21.2,-175.2,Keleti Beach Resort
1478,Arraial Do Cabo,BR,75.97,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1481,Belmonte,BR,80.6,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
1486,Kapaa,US,78.8,broken clouds,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
1489,Broken Hill,AU,82.4,clear sky,-31.95,141.4333,Royal Exchange Hotel
1492,Victoria,HK,84.0,clear sky,22.2855,114.1577,Mini Hotel Central
1506,Daru,PG,79.02,moderate rain,-9.0763,143.2092,Daru Lodge
1510,Mahebourg,MU,75.2,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1517,Itarema,BR,76.15,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
1518,Omboue,GA,76.06,light rain,-1.5746,9.2618,Hotel Olako
1519,Totness,SR,76.21,scattered clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
1529,Port Lincoln,AU,81.75,clear sky,-34.7333,135.8667,Port Lincoln Hotel
1536,Victoria,HK,84.0,clear sky,22.2855,114.1577,Mini Hotel Central
1538,Puerto Colombia,CO,78.8,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
1544,Mahebourg,MU,75.2,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1546,Victoria,HK,84.0,clear sky,22.2855,114.1577,Mini Hotel Central
1548,Suba,PH,82.33,overcast clouds,10.8438,121.0102,Casita Bed and Grill
1555,Pangai,TO,86.0,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
1558,Victoria,HK,84.0,clear sky,22.2855,114.1577,Mini Hotel Central
1559,Cabo San Lucas,MX,80.6,scattered clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
1563,Pemba,MZ,75.2,few clouds,-12.974,40.5178,Guesthouse Samotina
1564,Auki,SB,84.74,scattered clouds,-8.7676,160.7034,Auki Motel
1565,Vaini,TO,86.0,light rain,-21.2,-175.2,Keleti Beach Resort
1566,Pitimbu,BR,78.8,few clouds,-7.4706,-34.8086,Reserva do Abiaí
1568,Itoman,JP,77.0,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
1573,Harper,LR,78.13,broken clouds,4.375,-7.7169,Screensaver
1576,Vaini,TO,86.0,light rain,-21.2,-175.2,Keleti Beach Resort
1594,Fatehpur,IN,85.46,clear sky,25.9333,80.8,Hotel Bombay Lodge
1596,Tautira,PF,86.0,light rain,-17.7333,-149.15,Pension Oaoa
1599,Avarua,CK,84.2,broken clouds,-21.2078,-159.775,Paradise Inn
1605,Atuona,PF,81.25,broken clouds,-9.8,-139.0333,Villa Enata
1606,Ko Samui,TH,87.8,few clouds,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
1610,Georgetown,MY,89.01,few clouds,5.4112,100.3354,Cititel Penang
1613,Vaini,TO,86.0,light rain,-21.2,-175.2,Keleti Beach Resort
1625,Tautira,PF,86.0,light rain,-17.7333,-149.15,Pension Oaoa
1628,Santa Rosa,PH,89.6,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1635,Hilo,US,78.8,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
1638,Estacion Coahuila,MX,84.2,scattered clouds,32.1939,-115.0017,Apartamentos Julissa
1646,Macapa,BR,82.4,overcast clouds,0.0389,-51.0664,Atalanta Hotel
1652,Matara,LK,83.93,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
1653,Cap Malheureux,MU,75.99,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
1658,Nago,JP,77.0,broken clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
1664,Avarua,CK,84.2,broken clouds,-21.2078,-159.775,Paradise Inn
1672,Shaoguan,CN,86.79,scattered clouds,24.8,113.5833,Shangcheng Hotel
1683,Atuona,PF,81.25,broken clouds,-9.8,-139.0333,Villa Enata
1685,Mount Isa,AU,87.8,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
1686,Kismayo,SO,80.87,broken clouds,-0.3582,42.5454,Agan-Hotel
1687,Hambantota,LK,78.8,scattered clouds,6.1241,81.1185,Bungalow 63
1688,Puerto Ayora,EC,77.0,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1689,Broken Hill,AU,82.4,clear sky,-31.95,141.4333,Royal Exchange Hotel
1690,Faanui,PF,82.8,overcast clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
1692,Hithadhoo,MV,83.84,broken clouds,-0.6,73.0833,Scoop Guest House
1703,Batemans Bay,AU,78.01,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
1709,Mount Gambier,AU,87.8,clear sky,-37.8333,140.7667,Commodore on the Park
1712,Yulara,AU,86.0,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
1715,Padang,ID,86.0,scattered clouds,-0.9492,100.3543,Mercure Padang
1716,Hilo,US,78.8,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
1717,Nelson Bay,AU,75.99,scattered clouds,-32.7167,152.15,Mantra Nelson Bay
1720,Itarema,BR,76.15,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
1724,Tual,ID,82.98,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
1728,Georgetown,MY,89.01,few clouds,5.4112,100.3354,Cititel Penang
1730,Weligama,LK,83.84,overcast clouds,5.9667,80.4167,Weligama Bay Resort
1734,Arraial Do Cabo,BR,75.97,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1735,Cabo San Lucas,MX,80.6,scattered clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
1736,Vaini,TO,86.0,light rain,-21.2,-175.2,Keleti Beach Resort
1737,Flinders,AU,77.0,scattered clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
1748,Butaritari,KI,82.27,light rain,3.0707,172.7902,Isles Sunset Lodge
1749,Buckeye,US,84.99,few clouds,33.3703,-112.5838,Buckeye Motor Hotel
1750,Quatre Cocos,MU,75.99,light rain,-20.2078,57.7625,Emeraude Beach Attitude Hotel
1760,Lagos,NG,80.6,few clouds,6.5833,3.75,
1761,Bengkulu,ID,83.26,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
1764,Kirakira,SB,84.83,light rain,-10.4544,161.9205,SanBiz Lodge
1775,Georgetown,MY,89.01,few clouds,5.4112,100.3354,Cititel Penang
1781,Berbera,SO,76.53,clear sky,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
1786,Cap Malheureux,MU,75.99,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
1791,Kudahuvadhoo,MV,83.16,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
1793,Avarua,CK,84.2,broken clouds,-21.2078,-159.775,Paradise Inn
1797,Luganville,VU,86.38,broken clouds,-15.5333,167.1667,The Espiritu Hotel
1798,Butaritari,KI,82.27,light rain,3.0707,172.7902,Isles Sunset Lodge
1803,Bathsheba,BB,77.0,scattered clouds,13.2167,-59.5167,Atlantis Hotel
1814,Kapaa,US,78.8,broken clouds,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
1817,Hilo,US,78.8,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
1820,Alenquer,BR,75.2,broken clouds,-1.9417,-54.7383,Josilene Castro
1826,Arraial Do Cabo,BR,75.97,few clouds,-22.9661,-42.0278,Pousada Porto Praia
1829,Lhokseumawe,ID,84.2,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
1830,Ciudad Bolivar,VE,78.78,broken clouds,8.1222,-63.5497,Hotel Edi
1833,Souillac,MU,75.2,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
1836,Buala,SB,85.53,few clouds,-8.145,159.5921,Maringe Lagoon Lodge
1839,Natal,BR,80.6,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
1841,Carnarvon,AU,87.8,clear sky,-24.8667,113.6333,Hospitality Carnarvon
