,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
350,Cape Town,-33.9258,18.4232,63.0,82,0,6.91,ZA,clear sky
351,Hobart,-42.8794,147.3294,70.0,59,75,3.44,AU,broken clouds
352,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
353,Hualmay,-11.0964,-77.6139,69.49,83,35,9.95,PE,scattered clouds
354,Mataura,-46.1927,168.8643,57.99,61,9,17.0,NZ,clear sky
355,Yellowknife,62.456,-114.3525,17.01,86,90,10.36,CA,light snow
356,Busselton,-33.65,115.3333,70.0,81,21,4.0,AU,few clouds
357,Vagur,61.4732,-6.8119,43.07,68,2,15.37,FO,clear sky
358,Moorhead,46.8739,-96.7676,43.0,28,1,17.27,US,clear sky
359,Aksu,41.1231,80.2644,40.08,76,100,9.64,CN,overcast clouds
360,Pingliang,35.5392,106.6861,41.77,91,100,10.45,CN,light rain
361,Mount Isa,-20.7333,139.5,87.8,25,0,13.8,AU,clear sky
362,Busselton,-33.65,115.3333,70.0,81,21,4.0,AU,few clouds
363,Carnarvon,-24.8667,113.6333,86.0,66,2,4.61,AU,clear sky
364,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
365,Mataura,-46.1927,168.8643,57.99,61,9,17.0,NZ,clear sky
366,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
367,Hermanus,-34.4187,19.2345,61.0,83,100,8.32,ZA,overcast clouds
368,Busselton,-33.65,115.3333,70.0,81,21,4.0,AU,few clouds
369,Port Alfred,-33.5906,26.891,67.03,90,100,7.63,ZA,overcast clouds
370,Cockburn Town,21.4612,-71.1419,77.59,72,47,19.71,TC,scattered clouds
371,Georgetown,5.4112,100.3354,89.01,70,20,5.75,MY,few clouds
372,Dingzhou,38.5131,114.9956,53.6,82,100,8.95,CN,light rain
373,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
374,Cape Town,-33.9258,18.4232,63.0,82,0,6.91,ZA,clear sky
375,Kapaa,22.0752,-159.319,78.8,65,75,18.41,US,broken clouds
376,Albany,42.6001,-73.9662,33.01,55,57,1.01,US,broken clouds
377,Donskoye,45.4552,41.9741,39.2,87,0,4.47,RU,light rain
378,Punta Arenas,-53.15,-70.9167,46.4,87,0,8.05,CL,clear sky
379,Vaini,-21.2,-175.2,86.0,74,75,5.75,TO,light rain
380,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
381,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
382,Jamestown,42.097,-79.2353,25.0,68,90,11.5,US,light snow
383,Busselton,-33.65,115.3333,70.0,81,21,4.0,AU,few clouds
384,Hobart,-42.8794,147.3294,70.0,59,75,3.44,AU,broken clouds
385,Shunyi,40.125,116.6453,61.0,44,100,13.42,CN,light rain
386,Albany,42.6001,-73.9662,33.01,55,57,1.01,US,broken clouds
387,Pevek,69.7008,170.3133,-3.05,89,24,4.92,RU,few clouds
388,New Norfolk,-42.7826,147.0587,69.01,45,98,1.01,AU,overcast clouds
389,Busselton,-33.65,115.3333,70.0,81,21,4.0,AU,few clouds
390,Ribeira Grande,38.5167,-28.7,60.39,81,99,25.84,PT,overcast clouds
391,Nishihara,26.1842,127.7558,77.0,88,75,11.5,JP,broken clouds
392,Naze,28.3667,129.4833,69.8,94,75,17.27,JP,moderate rain
393,Mezen,65.8522,44.24,27.21,95,100,7.23,RU,overcast clouds
394,Oussouye,12.485,-16.5469,71.6,83,0,4.61,SN,clear sky
395,Nikolskoye,59.7035,30.7861,35.01,80,0,2.24,RU,light snow
396,Atuona,-9.8,-139.0333,81.25,78,76,13.29,PF,broken clouds
397,Cabo San Lucas,22.8909,-109.9124,80.6,28,40,8.05,MX,scattered clouds
398,Saint Anthony,45.0205,-93.218,39.99,32,1,5.75,US,clear sky
399,Imbituba,-28.24,-48.6703,69.8,73,0,8.05,BR,clear sky
400,Mar Del Plata,-38.0023,-57.5575,66.0,72,20,8.05,AR,few clouds
401,Vrangel,42.7297,133.0839,43.39,60,100,5.7,RU,overcast clouds
402,Ilulissat,69.2167,-51.1,21.2,86,90,13.8,GL,snow
403,Agadez,19.75,10.25,64.58,17,0,9.48,NE,clear sky
404,Jamestown,42.097,-79.2353,25.0,68,90,11.5,US,light snow
405,Tasiilaq,65.6145,-37.6368,30.2,93,90,4.61,GL,overcast clouds
406,Mount Gambier,-37.8333,140.7667,87.8,20,0,12.66,AU,clear sky
407,Punta Arenas,-53.15,-70.9167,46.4,87,0,8.05,CL,clear sky
408,Atuona,-9.8,-139.0333,81.25,78,76,13.29,PF,broken clouds
409,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
410,Provost,52.3501,-110.2683,59.0,21,99,13.8,CA,overcast clouds
411,Korcula,42.9622,17.1369,51.8,93,20,3.44,HR,few clouds
412,Ponta Do Sol,32.6667,-17.1,57.99,72,30,5.01,PT,scattered clouds
413,Palmer,42.1584,-72.3287,36.0,55,75,8.05,US,broken clouds
414,Aguimes,27.9054,-15.4461,66.2,72,75,12.66,ES,broken clouds
415,Kavieng,-2.5744,150.7967,84.45,74,93,9.13,PG,light rain
416,Pacific Grove,36.6177,-121.9166,71.6,21,1,10.36,US,clear sky
417,Mahebourg,-20.4081,57.7,75.2,100,75,1.14,MU,light rain
418,Mataura,-46.1927,168.8643,57.99,61,9,17.0,NZ,clear sky
419,Torbay,47.6666,-52.7314,34.0,69,20,5.75,CA,few clouds
420,Mataura,-46.1927,168.8643,57.99,61,9,17.0,NZ,clear sky
421,Yellowknife,62.456,-114.3525,17.01,86,90,10.36,CA,light snow
422,Bayir,37.2687,28.2167,37.4,100,97,2.3,TR,fog
423,Hasaki,35.7333,140.8333,69.01,63,75,11.5,JP,broken clouds
424,Punta Arenas,-53.15,-70.9167,46.4,87,0,8.05,CL,clear sky
425,Portland,45.5234,-122.6762,62.6,42,75,10.36,US,broken clouds
426,Derzhavinsk,51.1,66.3167,19.44,88,98,12.28,KZ,overcast clouds
427,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
428,Hermanus,-34.4187,19.2345,61.0,83,100,8.32,ZA,overcast clouds
429,Tabas,33.5959,56.9244,69.58,20,58,3.51,IR,broken clouds
430,Alta Floresta,-9.8756,-56.0861,70.36,97,100,3.02,BR,overcast clouds
431,Goderich,43.7501,-81.7165,30.2,47,5,17.27,CA,clear sky
432,Atuona,-9.8,-139.0333,81.25,78,76,13.29,PF,broken clouds
433,Hermanus,-34.4187,19.2345,61.0,83,100,8.32,ZA,overcast clouds
434,Isangel,-19.55,169.2667,82.4,83,90,8.77,VU,very heavy rain
435,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
436,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
437,Atuona,-9.8,-139.0333,81.25,78,76,13.29,PF,broken clouds
438,Mataura,-46.1927,168.8643,57.99,61,9,17.0,NZ,clear sky
439,Salalah,17.0151,54.0924,75.2,69,0,2.3,OM,clear sky
440,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
441,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
442,Ayorou,14.7308,0.9174,75.88,9,0,10.02,NE,clear sky
443,Kabare,-2.4683,28.8242,59.16,95,97,0.89,CD,overcast clouds
444,Hermanus,-34.4187,19.2345,61.0,83,100,8.32,ZA,overcast clouds
445,Hermanus,-34.4187,19.2345,61.0,83,100,8.32,ZA,overcast clouds
446,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
447,Ilulissat,69.2167,-51.1,21.2,86,90,13.8,GL,snow
448,Yellowknife,62.456,-114.3525,17.01,86,90,10.36,CA,light snow
449,Peceneaga,45.0167,28.1333,41.0,75,24,4.61,RO,few clouds
450,Hobart,-42.8794,147.3294,70.0,59,75,3.44,AU,broken clouds
451,Lebu,-37.6167,-73.65,55.96,90,29,13.06,CL,scattered clouds
452,Provideniya,64.3833,-173.3,10.4,79,90,6.71,RU,light snow
453,Jhinjhana,29.5167,77.2167,74.59,8,0,6.42,IN,clear sky
454,Pueblo Bello,8.2041,-76.526,74.93,97,100,2.13,CO,overcast clouds
455,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
456,Tasiilaq,65.6145,-37.6368,30.2,93,90,4.61,GL,overcast clouds
457,Leo,11.1,-2.1,77.05,11,1,8.34,BF,clear sky
458,San Jeronimo,-11.9472,-75.2829,50.27,90,100,4.38,PE,overcast clouds
459,Bengkulu,-3.8004,102.2655,81.07,75,93,12.03,ID,moderate rain
460,Kaitangata,-46.2817,169.8464,57.99,52,7,17.0,NZ,clear sky
461,Hermanus,-34.4187,19.2345,61.0,83,100,8.32,ZA,overcast clouds
462,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
463,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
464,Victoria,22.2855,114.1577,86.0,62,40,4.61,HK,scattered clouds
465,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
466,Antofagasta,-23.65,-70.4,60.8,82,0,9.22,CL,clear sky
467,Skjervoy,70.0311,20.9714,36.9,82,100,27.47,NO,light rain
468,Asau,46.4333,26.4,48.99,49,97,6.85,RO,light rain
469,Smithers,54.7804,-127.1743,35.6,51,75,10.36,CA,broken clouds
470,Amapa,1.0,-52.0,70.39,99,99,2.37,BR,overcast clouds
471,Dingle,10.9995,122.6711,85.8,54,100,13.4,PH,overcast clouds
472,Jamestown,42.097,-79.2353,25.0,68,90,11.5,US,light snow
473,Faanui,-16.4833,-151.75,82.63,68,100,8.14,PF,overcast clouds
474,Raudeberg,61.9875,5.1352,39.99,86,100,7.94,NO,overcast clouds
475,Norman Wells,65.282,-126.8329,5.0,72,90,14.97,CA,snow
476,Ukiah,39.1502,-123.2078,73.4,16,1,5.75,US,clear sky
477,Dali,25.7,100.1833,66.92,34,1,9.17,CN,clear sky
478,Dingle,10.9995,122.6711,85.8,54,100,13.4,PH,overcast clouds
479,Upernavik,72.7868,-56.1549,2.64,95,100,23.29,GL,snow
480,Qaanaaq,77.484,-69.3632,5.92,96,100,2.71,GL,overcast clouds
481,Berlevag,70.8578,29.0864,30.22,84,100,1.5,NO,overcast clouds
482,Punta Arenas,-53.15,-70.9167,46.4,87,0,8.05,CL,clear sky
483,Port Alfred,-33.5906,26.891,67.03,90,100,7.63,ZA,overcast clouds
484,Albany,42.6001,-73.9662,33.01,55,57,1.01,US,broken clouds
485,Guerrero Negro,27.9769,-114.0611,60.28,82,6,14.45,MX,clear sky
486,Seabra,-12.4186,-41.7703,73.4,88,0,3.44,BR,clear sky
487,Taraz,42.9,71.3667,28.4,86,0,4.47,KZ,clear sky
488,Ciudad Del Maiz,22.4,-99.6,60.01,62,100,8.99,MX,overcast clouds
489,Upernavik,72.7868,-56.1549,2.64,95,100,23.29,GL,snow
490,Atuona,-9.8,-139.0333,81.25,78,76,13.29,PF,broken clouds
491,Saint-Philippe,-21.3585,55.7679,77.0,69,90,10.36,RE,overcast clouds
492,Bambous Virieux,-20.3428,57.7575,75.2,100,75,1.14,MU,light rain
493,Tuktoyaktuk,69.4541,-133.0374,-13.0,77,75,11.5,CA,broken clouds
494,Parana,-31.732,-60.5238,61.83,74,77,6.85,AR,broken clouds
495,Jamestown,42.097,-79.2353,25.0,68,90,11.5,US,light snow
496,Hithadhoo,-0.6,73.0833,83.84,76,52,17.65,MV,broken clouds
497,Bethel,41.3712,-73.414,36.0,70,21,4.0,US,few clouds
498,La Romana,18.4273,-68.9728,71.6,94,20,8.48,DO,few clouds
499,Dikson,73.5069,80.5464,-5.46,76,100,8.5,RU,overcast clouds
500,Mecca,21.4267,39.8261,73.74,41,96,6.64,SA,overcast clouds
501,Pevek,69.7008,170.3133,-3.05,89,24,4.92,RU,few clouds
502,Ayagoz,47.9714,80.4392,34.21,56,32,8.7,KZ,scattered clouds
503,Nikolskoye,59.7035,30.7861,35.01,80,0,2.24,RU,light snow
504,Longyearbyen,78.2186,15.6401,26.6,80,75,4.61,SJ,broken clouds
505,Sisimiut,66.9395,-53.6735,18.21,83,100,27.45,GL,overcast clouds
506,Bethel,41.3712,-73.414,36.0,70,21,4.0,US,few clouds
507,Karsun,54.1994,46.9827,39.11,79,99,13.65,RU,overcast clouds
508,Atuona,-9.8,-139.0333,81.25,78,76,13.29,PF,broken clouds
509,Albany,42.6001,-73.9662,33.01,55,57,1.01,US,broken clouds
510,La Ronge,55.1001,-105.2842,44.6,49,99,5.75,CA,overcast clouds
511,Mataura,-46.1927,168.8643,57.99,61,9,17.0,NZ,clear sky
512,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
513,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
514,San Cristobal,7.7669,-72.225,78.8,83,40,4.61,VE,scattered clouds
515,Torbay,47.6666,-52.7314,34.0,69,20,5.75,CA,few clouds
516,Arraial Do Cabo,-22.9661,-42.0278,75.97,75,13,19.17,BR,few clouds
517,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
518,Taltal,-25.4,-70.4833,64.38,79,3,3.56,CL,clear sky
519,Agua Verde,22.9,-106.05,73.0,83,75,3.44,MX,broken clouds
520,Hobart,-42.8794,147.3294,70.0,59,75,3.44,AU,broken clouds
521,Mataura,-46.1927,168.8643,57.99,61,9,17.0,NZ,clear sky
522,Nelson Bay,-32.7167,152.15,75.2,60,40,12.66,AU,scattered clouds
523,Abha,18.2164,42.5053,59.0,44,0,2.13,SA,clear sky
524,Ornskoldsvik,63.2909,18.7153,33.8,86,16,14.97,SE,few clouds
525,Punta Arenas,-53.15,-70.9167,46.4,87,0,8.05,CL,clear sky
526,Hilo,19.7297,-155.09,78.8,61,75,12.66,US,moderate rain
527,Barrow,71.2906,-156.7887,-5.8,77,1,1.54,US,clear sky
528,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
529,Pochutla,15.7432,-96.4661,82.0,77,21,1.88,MX,few clouds
530,Hobart,-42.8794,147.3294,70.0,59,75,3.44,AU,broken clouds
531,East London,-33.0153,27.9116,66.79,89,81,7.54,ZA,broken clouds
532,Katsuura,35.1333,140.3,69.01,63,40,9.22,JP,scattered clouds
533,Esperance,-33.8667,121.9,95.0,10,0,25.32,AU,clear sky
534,Chuy,-33.6971,-53.4616,65.16,70,78,5.55,UY,broken clouds
535,Upernavik,72.7868,-56.1549,-1.52,97,100,22.95,GL,light snow
536,Mataura,-46.1927,168.8643,57.99,61,9,17.0,NZ,clear sky
537,Navalmoral De La Mata,39.8916,-5.5406,51.01,94,55,4.07,ES,broken clouds
538,Gillette,44.2911,-105.5022,55.4,16,1,16.11,US,clear sky
539,Qaanaaq,77.484,-69.3632,5.92,96,100,2.71,GL,overcast clouds
540,Promyshlennovskiy,55.4833,86.2,23.0,58,0,11.18,RU,clear sky
541,Kapaa,22.0752,-159.319,78.8,65,75,18.41,US,broken clouds
542,Emerald,-23.5333,148.1667,81.0,44,75,14.97,AU,broken clouds
543,Chokurdakh,70.6333,147.9167,4.57,85,100,3.02,RU,overcast clouds
544,Hilo,19.7297,-155.09,78.8,61,75,12.66,US,moderate rain
545,Puerto Escondido,15.85,-97.0667,84.2,74,1,5.03,MX,clear sky
546,Bredasdorp,-34.5322,20.0403,60.8,82,100,3.27,ZA,overcast clouds
547,Hermanus,-34.4187,19.2345,61.0,83,100,8.32,ZA,overcast clouds
548,Vaini,-21.2,-175.2,86.0,74,75,5.75,TO,light rain
549,Verkhnyaya Toyma,62.2349,44.9985,30.67,95,100,4.43,RU,overcast clouds
550,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
551,Busselton,-33.65,115.3333,70.0,81,21,4.0,AU,few clouds
552,Aklavik,68.2191,-135.0107,-11.2,64,98,5.75,CA,overcast clouds
553,Sao Filipe,14.8961,-24.4956,71.83,77,34,9.86,CV,scattered clouds
554,Hashtrud,37.4779,47.0508,46.83,43,10,16.49,IR,clear sky
555,Kattivakkam,13.2167,80.3167,86.0,70,78,8.05,IN,haze
556,Rantepao,-2.9701,119.8978,79.41,68,100,3.11,ID,overcast clouds
557,Ekhabi,53.5102,142.9671,34.02,82,12,8.25,RU,few clouds
558,Kodiak,57.79,-152.4072,28.4,43,1,31.07,US,clear sky
559,Punta Arenas,-53.15,-70.9167,46.4,87,0,8.05,CL,clear sky
560,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
561,Grindavik,63.8424,-22.4338,39.2,81,90,8.05,IS,overcast clouds
562,Tuktoyaktuk,69.4541,-133.0374,-13.0,77,75,11.5,CA,broken clouds
563,Camopi,3.1655,-52.3158,71.92,99,100,2.59,GF,overcast clouds
564,Hermanus,-34.4187,19.2345,61.0,83,100,8.32,ZA,overcast clouds
565,Tyrma,50.0833,132.1667,45.1,61,100,7.83,RU,overcast clouds
566,Constitucion,-35.3333,-72.4167,54.95,89,79,8.99,CL,broken clouds
567,Deputatskiy,69.3,139.9,6.67,88,100,2.84,RU,overcast clouds
568,Villa Guerrero,18.8667,-99.65,55.4,58,40,17.27,MX,scattered clouds
569,East London,-33.0153,27.9116,66.79,89,81,7.54,ZA,broken clouds
570,Aranos,-24.1333,19.1167,73.58,38,83,8.68,NA,broken clouds
571,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
572,Sitka,57.0531,-135.33,35.6,75,90,9.22,US,light snow
573,Busselton,-33.65,115.3333,70.0,81,21,4.0,AU,few clouds
574,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
575,Salinas,36.6777,-121.6555,71.6,26,1,9.22,US,clear sky
576,Bluff,-46.6,168.3333,57.99,64,13,17.0,NZ,few clouds
577,Castro,-24.7911,-50.0119,52.41,97,0,5.99,BR,clear sky
578,Cape Town,-33.9258,18.4232,63.0,82,0,6.91,ZA,clear sky
579,Huarmey,-10.0681,-78.1522,70.59,83,18,8.99,PE,few clouds
580,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
581,Punta Arenas,-53.15,-70.9167,46.4,87,0,8.05,CL,clear sky
582,Mataura,-46.1927,168.8643,57.99,64,8,17.0,NZ,clear sky
583,Auki,-8.7676,160.7034,84.74,73,29,6.24,SB,scattered clouds
584,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
585,Luderitz,-26.6481,15.1594,67.86,63,0,10.6,NA,clear sky
586,Naberera,-4.2,36.9333,62.62,86,100,6.24,TZ,overcast clouds
587,Carnarvon,-24.8667,113.6333,86.0,66,2,4.61,AU,clear sky
588,Razole,16.4833,81.8333,84.2,79,43,3.44,IN,mist
589,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
590,East London,-33.0153,27.9116,66.79,89,81,7.54,ZA,broken clouds
591,Kodiak,57.79,-152.4072,28.4,43,1,31.07,US,clear sky
592,Butaritari,3.0707,172.7902,82.27,76,100,11.61,KI,light rain
593,Tiksi,71.6872,128.8694,-11.25,98,100,9.1,RU,overcast clouds
594,Kahului,20.8947,-156.47,78.8,61,40,18.41,US,scattered clouds
595,Nenjiang,49.1833,125.2167,44.1,80,100,12.53,CN,overcast clouds
596,Norman Wells,65.282,-126.8329,5.0,72,90,14.97,CA,snow
597,Karonga,-9.9333,33.9333,70.43,86,66,5.77,MW,broken clouds
598,Aras,42.5617,-2.356,53.01,71,0,2.39,ES,light rain
599,Cherskiy,68.75,161.3,4.1,80,5,6.4,RU,clear sky
600,Yerbogachen,61.2767,108.0108,12.04,82,100,3.2,RU,overcast clouds
601,Caravelas,-17.7125,-39.2481,73.4,96,42,3.78,BR,scattered clouds
602,Tiksi,71.6872,128.8694,-11.25,98,100,9.1,RU,overcast clouds
603,New Norfolk,-42.7826,147.0587,69.01,45,98,1.01,AU,overcast clouds
604,Port Alfred,-33.5906,26.891,67.03,90,100,7.63,ZA,overcast clouds
605,Portland,45.5234,-122.6762,62.6,42,75,10.36,US,broken clouds
606,Hasaki,35.7333,140.8333,69.01,63,75,11.5,JP,broken clouds
607,Yegorlykskaya,46.5656,40.6562,38.26,87,8,4.7,RU,clear sky
608,Iqaluit,63.7506,-68.5145,-18.4,69,1,3.87,CA,clear sky
609,Monrovia,6.3005,-10.7969,78.73,90,42,2.13,LR,scattered clouds
610,Bosaso,11.2842,49.1816,79.16,47,23,7.45,SO,few clouds
611,Port Elizabeth,-33.918,25.5701,62.6,82,90,5.75,ZA,overcast clouds
612,Avarua,-21.2078,-159.775,84.2,70,40,13.8,CK,scattered clouds
613,Busselton,-33.65,115.3333,70.0,81,21,4.0,AU,few clouds
614,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
615,Nikolskoye,59.7035,30.7861,35.01,80,0,2.24,RU,light snow
616,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
617,Margate,51.3813,1.3862,43.0,72,23,5.99,GB,few clouds
618,Butaritari,3.0707,172.7902,82.27,76,100,11.61,KI,light rain
619,Port Elizabeth,-33.918,25.5701,62.6,82,90,5.75,ZA,overcast clouds
620,Kassala,15.451,36.4,77.18,52,73,9.53,SD,broken clouds
621,Albany,42.6001,-73.9662,33.01,56,42,9.71,US,scattered clouds
622,Port Alfred,-33.5906,26.891,66.2,91,100,6.22,ZA,light rain
623,New Norfolk,-42.7826,147.0587,69.01,45,98,1.01,AU,overcast clouds
624,Atuona,-9.8,-139.0333,81.25,78,76,13.29,PF,broken clouds
625,Namatanai,-3.6667,152.4333,86.85,64,28,9.37,PG,scattered clouds
626,Provideniya,64.3833,-173.3,10.4,79,90,6.71,RU,light snow
627,Ipueiras,-7.0333,-40.45,69.06,85,100,3.36,BR,overcast clouds
628,Katangli,51.7102,143.2326,35.8,89,83,3.96,RU,broken clouds
629,Castro,-24.7911,-50.0119,52.41,97,0,5.99,BR,clear sky
630,Carnarvon,-24.8667,113.6333,86.0,66,2,4.61,AU,clear sky
631,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
632,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
633,Barrow,71.2906,-156.7887,-5.8,77,1,1.54,US,clear sky
634,Lebu,-37.6167,-73.65,55.8,90,33,12.68,CL,scattered clouds
635,Hermanus,-34.4187,19.2345,61.0,84,100,1.01,ZA,overcast clouds
636,Longyearbyen,78.2186,15.6401,26.6,80,75,4.61,SJ,broken clouds
637,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.0,48,75,15.66,RU,broken clouds
638,Butaritari,3.0707,172.7902,82.27,76,100,11.61,KI,light rain
639,Rikitea,-23.1203,-134.9692,72.1,89,100,4.59,PF,moderate rain
640,Dunedin,-45.8742,170.5036,57.99,61,26,7.0,NZ,scattered clouds
641,Slave Lake,55.2834,-114.769,41.0,38,20,26.46,CA,few clouds
642,Thompson,55.7435,-97.8558,39.2,52,90,2.3,CA,overcast clouds
643,Port Blair,11.6667,92.75,78.64,69,100,8.72,IN,overcast clouds
644,Lerwick,60.1545,-1.1494,44.6,81,90,9.22,GB,overcast clouds
645,Eureka,40.8021,-124.1637,53.01,83,6,1.99,US,clear sky
646,College,64.8569,-147.8028,10.0,61,90,12.66,US,light snow
647,Palu,-0.8917,119.8707,89.17,59,98,3.94,ID,overcast clouds
648,Sorland,67.667,12.6934,36.88,73,100,25.57,NO,light rain
649,Berlevag,70.8578,29.0864,30.22,84,100,1.5,NO,overcast clouds
650,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
651,Samoded,63.6083,40.5111,28.56,96,99,4.5,RU,overcast clouds
652,San Jose,37.3394,-121.895,75.2,23,1,13.8,US,clear sky
653,Geraldton,-28.7667,114.6,82.4,69,40,8.05,AU,scattered clouds
654,Mananjary,-21.2167,48.3333,74.93,77,100,7.78,MG,overcast clouds
655,Villanueva De Cordoba,38.3228,-4.6287,59.0,88,75,3.44,ES,broken clouds
656,New Norfolk,-42.7826,147.0587,69.01,45,98,1.01,AU,overcast clouds
657,Vaini,-21.2,-175.2,86.0,74,75,5.75,TO,light rain
658,Inhambane,-23.865,35.3833,71.65,74,0,6.17,MZ,clear sky
659,Bethel,41.3712,-73.414,36.0,70,21,4.0,US,few clouds
660,Atasu,48.6814,71.6433,16.18,95,74,2.13,KZ,broken clouds
661,Mataura,-46.1927,168.8643,57.99,64,8,17.0,NZ,clear sky
662,Buraydah,26.326,43.975,73.4,49,75,4.61,SA,light rain
663,Pangnirtung,66.1451,-65.7125,-28.98,97,98,4.72,CA,overcast clouds
664,Kalmunai,7.4167,81.8167,81.99,70,58,2.8,LK,broken clouds
665,Chuy,-33.6971,-53.4616,65.16,70,78,5.55,UY,broken clouds
666,Tortoli,39.9256,9.6572,57.2,82,0,3.44,IT,clear sky
667,Sorland,67.667,12.6934,36.88,73,100,25.57,NO,light rain
668,Kavieng,-2.5744,150.7967,84.96,72,90,8.25,PG,light rain
669,Portland,45.5234,-122.6762,62.6,42,75,10.36,US,broken clouds
670,Sorong,-0.8833,131.25,84.4,70,51,6.02,ID,broken clouds
671,Severo-Kurilsk,50.6789,156.125,31.26,92,83,15.82,RU,broken clouds
672,Chokurdakh,70.6333,147.9167,5.5,85,99,2.44,RU,overcast clouds
673,Lalitpur,27.6667,85.3333,59.0,67,20,4.83,NP,mist
674,Puerto Ayora,-0.7393,-90.3518,77.0,96,71,1.99,EC,broken clouds
675,Diffa,13.3154,12.6113,70.25,26,12,9.35,NE,few clouds
676,Avarua,-21.2078,-159.775,84.2,70,40,13.8,CK,scattered clouds
677,Hambantota,6.1241,81.1185,78.8,100,40,1.14,LK,scattered clouds
678,Jamestown,42.097,-79.2353,25.0,68,90,11.5,US,light snow
679,Praia,14.9215,-23.5087,69.8,73,0,12.66,CV,clear sky
680,Christchurch,-43.5333,172.6333,55.99,94,75,19.57,NZ,broken clouds
681,Sitka,57.0531,-135.33,35.6,75,90,9.22,US,light snow
682,Jamestown,42.097,-79.2353,25.0,68,90,11.5,US,light snow
683,Rikitea,-23.1203,-134.9692,71.44,91,100,3.91,PF,heavy intensity rain
684,Kargasok,59.0556,80.8572,27.57,92,100,15.68,RU,light snow
685,New Norfolk,-42.7826,147.0587,69.01,45,98,1.01,AU,overcast clouds
686,Atuona,-9.8,-139.0333,81.25,78,76,13.29,PF,broken clouds
687,Tezu,27.9167,96.1667,81.21,37,85,1.3,IN,overcast clouds
688,Butaritari,3.0707,172.7902,82.27,76,100,11.61,KI,light rain
689,Albany,42.6001,-73.9662,33.01,56,42,9.71,US,scattered clouds
690,Mbala,-8.8402,31.3659,60.42,89,98,8.05,ZM,overcast clouds
691,Tuktoyaktuk,69.4541,-133.0374,-13.0,77,75,11.5,CA,broken clouds
692,Mataura,-46.1927,168.8643,57.99,64,8,17.0,NZ,clear sky
693,Port Alfred,-33.5906,26.891,66.2,91,100,6.22,ZA,light rain
694,Yichun,47.7,128.9,55.31,40,100,8.52,CN,overcast clouds
695,Zhangye,38.9342,100.4517,44.19,38,100,5.08,CN,overcast clouds
696,Ushuaia,-54.8,-68.3,48.2,71,20,5.75,AR,few clouds
697,Oriximina,-1.7656,-55.8661,73.62,95,100,2.89,BR,moderate rain
698,Yar-Sale,66.8333,70.8333,22.39,95,100,5.66,RU,overcast clouds
699,Hasaki,35.7333,140.8333,69.01,63,75,11.5,JP,broken clouds
700,Cape Town,-33.9258,18.4232,63.0,82,0,6.91,ZA,clear sky
701,Gigmoto,13.7796,124.39,84.88,61,17,11.7,PH,few clouds
702,Vestmannaeyjar,63.4427,-20.2734,41.09,76,47,16.42,IS,scattered clouds
